1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
,9747,6582,15221,11989,,5982,,,,,13462,2295,,,5065,,,,,10828,6821,,3807,,,7162,9165,,8241,5796,,10997,1399,,5581,,,2476,,,,,11778,668,7587,14337,1433,,5368,,,,8674,,,1627,,2383,11283,,,,15384,,,3364,3659,3108,11530,4763,,,,10772,1066,,4907,13688,,9723,,,,,7274,,,,,,5752,,,,,6459,,,,,2667
,9748,6583,15241,11990,,6003,,,,,13463,2296,,,5090,,,,,10829,6822,,3808,,,7163,9166,,8242,5797,,10998,1400,,5582,,,2477,,,,,11779,669,7588,14338,1434,,5369,,,,8675,,,1648,,2384,11284,,,,15385,,,3365,3660,3656,11531,4764,,,,10773,1088,,4908,13689,,9724,,,,,7275,,,,,,5753,,,,,6460,,,,,2668
,9768,6584,15242,11991,,6004,,,,,13464,2297,,,5639,,,,,10830,6840,,3809,,,7164,9187,,8243,5798,,10999,1401,,5601,,,2478,,,,,11797,670,7589,14356,1435,,5370,,,,8676,,,1649,,2904,11285,,,,15386,,,3366,3661,3681,11532,4765,,,,10774,1089,,4932,13690,,9725,,,,,7276,,,,,,5754,,,,,6461,,,,,2669
,9769,6585,15243,11992,,6005,,,,,13465,2298,,,5664,,,,,10831,6841,,3830,,,7165,9188,,8244,5799,,11000,1421,,5602,,,2479,,,,,11798,671,7590,14357,1456,,5393,,,,8677,,,1650,,2905,11286,,,,15409,,,3385,3662,3682,11533,4766,,,,10775,1090,,5428,13691,, ,,,,,7277,,,,,,5755,,,,,6462,,,,,2670
,9770,6586,15244,11993,,6027,,,,,13466,2318,,, ,,,,,10852,6842,,3831,,,7166,9189,,8245,5800,,11024,1422,,5603,,,2500,,,,,11799,672,7591,14358,1457,,5394,,,,8678,,,1651,,2906,11287,,,,15410,,,3386,3663,3683,11534,4767,,,,10776,1113,,5429,13714,,,,,,,7296,,,,,,5756,,,,,6483,,,,,2671
,9771,6608,15245,11994,,6028,,,,,13467,2319,,,,,,,,10853,6843,,3832,,,7167,9190,,8246,5801,,11420,1423,,5604,,,2501,,,,,11800,673,7611,14359,1458,,5395,,,,8679,,,1652,,2907,11288,,,,15411,,,3387,3664,3708,11535,4785,,,,10797,1114,,5433,13715,,,,,,,7297,,,,,,5778,,,,,6484,,,,,2691
,9772,6609,15246,11995,,6029,,,,,13485,2320,,,,,,,,10854,6844,,3833,,,7168,9191,,8265,5802,,11421,1424,,5605,,,2502,,,,,11801,674,7612,14360,1459,,5418,,,,8680,,,1674,,2908,11305,,,, ,,,3388,3665, ,11553,4786,,,,10798,1115,,5434,14185,,,,,,,7298,,,,,,5779,,,,,6485,,,,,2692
,9773,6610,15266,12014,,6052,,,,,13486,2321,,,,,,,,10855,6845,,3834,,,7169,9212,,8266,5821,,11422,1425,,5606,,,2503,,,,,11802,692,7613,14361,1482,,5419,,,,8681,,,1675,,2928,11306,,,,,,,3389,3666,,11554,4787,,,,10799,1140,,5452,14186,,,,,,,7299,,,,,,5780,,,,,6486,,,,,2693
,9793,7106,15267,12015,,6478,,,,,13487,2322,,,,,,,,10878,6846,,3855,,,7187,9213,,8267,5822,,11445,1426,,5607,,,2525,,,,,11803,693,7614,14362,1484,,5420,,,,8682,,,1676,,2929,11307,,,,,,,3390,3684,,11555,4788,,,,10800,1464,,5453,14187,,,,,,,7300,,,,,,5803,,,,,6487,,,,,2694
,9794,7131,15268,12016,,6479,,,,,13488,2323,,,,,,,,10879,6847,,3856,,,7188,9214,,8268,5823,,11446,1427,,5628,,,2526,,,,,11804,694,7615,14363,1959,,5443,,,,8699,,,1677,,2930,11308,,,,,,,3391,3685,,11556,4789,,,,11271,1465,,5454,14210,,,,,,,7301,,,,,,5804,,,,,6511,,,,,2695
,9795, ,15269,12017,,6502,,,,,13489,2343,,,,,,,,11329,6848,,3857,,,7189,9215,,8269,5824,,11447,1446,,5629,,,2527,,,,,11823,695,7637,14364,1960,,5444,,,,8700,,,1699,,2931,11309,,,,,,,3392,3686,,11557,4790,,,,11272,1489,,5455,14211,,,,,,,7302,,,,,,5805,,,,,7060,,,,,2696
,9796,,15270,12018,,6503,,,,,13490,2344,,,,,,,,11354,6865,,3858,,,7190,9216,,8270,5825,,11448,1447,,5630,,,2528,,,,,11824,696,7638,14365,1983,,5445,,,,8701,,,1700,,2932,11310,,,,,,,3410,3688,,11558,4791,,,,11273,1490,,5456,14212,,,,,,,7321,,,,,,5829,,,,,7061,,,,,2717
,9797,,15291,12019,,6504,,,,,13491,2345,,,,,,,,11355,6866,,3881,,,7191,9637,,8271,5826,,11449,1448,,5631,,,2550,,,,,11825,697,7639,14381,1984,,5468,,,,8702,,,1701,,2933,11311,,,,,,,3411,3689,,11559,4810,,,,11274,1491,,5457,14213,,,,,,,7322,,,,,,5830,,,,,7062,,,,,2718
,9798,,15292,12020,,6505,,,,,13492,2346,,,,,,,,11378,6867,,4357,,,7192,9638,,8272,5827,,11450,1449,,5655,,,3076,,,,,11826,698,7662,14382,1985,,5469,,,,8703,,,1725,,2934,11312,,,,,,,3412,3690,,11560,4811,,,,11275,1512,,5458,14214,,,,,,,7323,,,,,,6251,,,,,7081,,,,,2719
,9799,,15293,12039,,6528,,,,,13493,2347,,,,,,,,11379,6868,,4358,,,7193,9639,,8290,5828,,11469,1450,,5656,,,3077,,,,,11827,718,7663,14383,2006,,5493,,,,8704,,,2151,,2952,11313,,,,,,,3413,3691,,11577,4812,,,,11295,1513,,5459,14235,,,,,,,7324,,,,,,6252,,,,,7082,,,,,2720
,9817,,15294,12040,,6529,,,,,13510,2348,,,,,,,,11380,6869,,4381,,,7194,9640,,8291,5847,,11470,1451,,6126,,,3101,,,,,11828,719,7664,14384,2007,,5494,,,,8705,,,2171,,2953,11330,,,,,,,3414,3709,,11578,4813,,,,11296,1514,,5476,14236,,,,,,,7325,,,,,,6253,,,,,7083,,,,,2721
,9818,,15295,12041,,6530,,,,,13511,2367,,,,,,,,11402,6870,,4382,,,7212,9641,,8292,5848,,11471,1452,,6127,,,3102,,,,,11829,720,8107,14385,2008,,5993,,,,8706,,,2172,,2954,11331,,,,,,,3415,3710,,11579,4814,,,,11297,1515,,5477,14237,,,,,,,7326,,,,,,6275,,,,,7084,,,,,2742
,9819,,15317,12042,,6553,,,,,13512,2368,,,,,,,,11403,6871,,4383,,,7213,9642,,8293,5849,,11472,1453,,6151,,,3125,,,,,11849,721,8108,14386,2009,,5994,,,,8724,,,2173,,2955,11332,,,,,,,3416,3714,,11580,4815,,,,11298,1516,,5478,14238,,,,,,,7327,,,,,,6276,,,,,7085,,,,,2743
,9820,,15318,12043,,6554,,,,,13513,2369,,,,,,,,11404,6872,,4384,,,7214,9661,,8294,5850,,11473,1454,,6152,,,3126,,,,,11850,1121,8109,14387,2010,,6018,,,,8725,,,2174,,2956,11333,,,,,,,3417,3715,,11582,4816,,,,11299,1517,,5479,14239,,,,,,,7346,,,,,,6277,,,,,7086,,,,,2744
,9821,,15319,12044,,6555,,,,,13514,2370,,,,,,,,11405,6873,,4406,,,7215,9662,,8295,5851,,11474,1455,,6176,,,3127,,,,,11851,1122,8110,14388,2610,,6019,,,,8726,,,2175,,2957,11334,,,,,,,3435,3716,,11583,4836,,,,11300,1535,,5480,14240,,,,,,,7347,,,,,,6278,,,,,7087,,,,,2745
,9822,, ,12045,,6556,,,,,13515,2371,,,,,,,,11426,6874,,4407,,,7216,9663,,8296,5852,,11475,1471,,6177,,,3150,,,,,11852,1123,8133,14910,12605,,6043,,,,8727,,,2176,,2958,11335,,,,,,,3436,3734,,11584,4837,,,,11301,1536,,5481,14260,,,,,,,7348,,,,,,6279,,,,,7109,,,,,2746
,9823,,,12064,,6578,,,,,13516,2372,,,,,,,,11427,6890,,4408,,,7217,9664,,8297,5873,,11476,1472,,6178,,,3151,,,,,11853,1124,8134,14935,12606,,6044,,,,8728,,,2177,,2959,11336,,,,,,,3437,3735,,11585,4838,,,,11321,1537,,5482,14261,,,,,,,7349,,,,,,6280,,,,,7110,,,,,2767
,9824,,,12065,,6579,,,,,13517,2373,,,,,,,,11428,6891,,4409,,,7218,9665,,8315,5874,,11494,1473,,6181,,,3152,,,,,11854,1125,8135,14936,12630,,6068,,,,8729,,,2178,,2976,11337,,,,,,,3438,3741,,11601,4839,,,,11322,1538,,5483,14262,,,,,,,7350,,,,,,6281,,,,,7111,,,,,2768
,9825,,,12066,,6580,,,,,13518,2374,,,,,,,,11429,6892,,4430,,,7219,9666,,8316,5875,,11495,1474,,6201,,,3175,,,,,11875,1141,8136,14958,12631,,6069,,,,8730,,,2179,,2977,11338,,,,,,,3439,4210,,11602,4840,,,,11323,1539,,5484,14263,,,,,,,7373,,,,,,6300,,,,,7112,,,,,2769
,9842,,,12067,,6581,,,,,13535,2375,,,,,,,,11430,6893,,4431,,,7241,9667,,8317,5898,,11496,1475,,6202,,,3750,,,,,12251,1142,8137,14959,12655,,6070,,,,8731,,,2196,,2978,11356,,,,,,,3440,4235,,11603,4841,,,,11324,1540,,5504,14264,,,,,,,7374,,,,,,6301,,,,,7136,,,,,2770
,9843,,,12068,,6603,,,,,13536,2392,,,,,,,,11451,6894,,4432,,,7242,9668,,8318,5899,,11497,1476,,6203,,,4375,,,,,12275,1143,8138,14960,12656,,6093,,,,8750,,,2197,,2979,11357,,,,,,,3441,4236,,11604,4864,,,,11325,1541,,5505,14265,,,,,,,7375,,,,,,6302,,,,,7708,,,,,2771
,9844,,,12069,,6604,,,,,13537,2393,,,,,,,,11452,6895,,4433,,,7243,9669,,8319,5900,,11498,1477,,6204,,,13751,,,,,12276,1144,8139,14961,13155,,6094,,,,9177,,,2198,,2980,11358,,,,,,,3442,4237,,11605,4865,,,,11326,1542,,5506,14286,,,,,,,7826,,,,,,6303,,,,,7709,,,,,2792
,9845,,,12089,,6605,,,,,13538,2394,,,,,,,,11453,6896,,4434,,,7244,9686,,8320,6274,,11499,1478,,6205,,,13752,,,,,12277,1145,8158,14962,13156,,6619,,,,9201,,,2199,,2981,11359,,,,,,,3460,4238,,11606,4866,,,,11327,1543,,5507,14287,,,,,,,7846,,,,,,6304,,,,,7710,,,,,2793
,9846,,,12090,,6606,,,,,13539,2395,,,,,,,,11454,6897,,4455,,,7688,9687,,8321,6298,,11500,1479,,6206,,,13753,,,,,12278,1146,8159,14963,13179,,6643,,,,9202,,,2200,,2982,11360,,,,,,,3461,4259,,11607,4891,,,,11328,1560,,5508,14288,,,,,,,7847,,,,,,6305,,,,,7711,,,,,2794
,9847,,,12091,,6607,,,,,13540,2919,,,,,,,,11455,6898,,4456,,,7689,9688,,8322,6299,,11501,1480,,6207,,,13754,,,,,12299,1147,8160,14981,13180,,6668,,,,9203,,,2201,,2983,11361,,,,,,,3462,4260,,11608,5339,,,,11346,1561,,5531,14289,,,,,,,7848,,,,,,6306,,,,,7712,,,,,2795
,9848,,,12092,,6628,,,,,13541,2920,,,,,,,,11477,6915,,4457,,,7690,9689,,8341,6321,,11502,1496,,6226,,,13755,,,,,12300,1148,8161,14982,13181,,6693,,,,9225,,,2202,,2984,11362,,,,,,,3463,4261,,11609,5340,,,,11347,1562,,5532,14290,,,,,,,7849,,,,,,6325,,,,,7735,,,,,2796
,9849,,,12093,,6629,,,,,13542,2921,,,,,,,,11478,6916,,4458,,,7713,9690,,8342,6322,,11519,1497,,6227,,,13776,,,,,12301,1149,8162,14983,13203,, ,,,,9226,,,2203,,3001,11363,,,,,,,3464,4262,,11610,5341,,,,11348,1563,,5533,14291,,,,,,,7850,,,,,,6326,,,,,7736,,,,,2818
,9868,,,12094,,6630,,,,,13543,2922,,,,,,,,11479,6917,,4481,,,7714,9691,,8343,6323,,11520,1498,,6228,,,13777,,,,,12302,1150,8163,14984,13204,,,,,,9227,,,2221,,3002,11381,,,,,,,3465,4263,,11628,5342,,,,11349,1564,,5557,14313,,,,,,,7851,,,,,,6327,,,,,7737,,,,,2819
,9869,,,12514,,6652,,,,,13563,2923,,,,,,,,11480,6918,,4482,,,7715,9692,,8344,6324,,11521,1499,,6229,,,13778,,,,,12303,1165,8164,14985,13205,,,,,,9228,,,2222,,3003,11382,,,,,,,3466,4264,,11629,5361,,,,11350,1565,,6053,14314,,,,,,,7852,,,,,,6328,,,,,8335,,,,,2820
,9870,,,12515,,6653,,,,,13564,2944,,,,,,,,11503,6919,,5007,,,7716,9693,,8345,6346,,11522,1500,,6230,,,13779,,,,,12304,1166,8165,14986,13206,,,,,,9229,,,2223,,3004,11383,,,,,,,3887,4265,,11630,5362,,,,11351,1566,,6059,14315,,,,,,,7871,,,,,,6329,,,,,8336,,,,,3193
,9871,,,12516,,6654,,,,,13565,2945,,,,,,,,12004,6920,,5008,,,7738,9694,,8346,6347,,11523,1501,,6231,,,13825,,,,,12323,1167,8183,14987,13207,,,,,,9249,,,2224,,3005,11384,,,,,,,3888,4284,,11631,5363,,,,11371,1567,,6077,14339,,,,,,,7872,,,,,,6330,,,,,8337,,,,,3217
,9872,,,12517,,6677,,,,,13566,2946,,,,,,,,12005,6921,,5009,,,7739,9695,,8347,6348,,11524,1502,,6232,,,14351,,,,,12324,1168,8184,14988,13229,,,,,,9250,,,2225,,3006,11385,,,,,,,3912,4285,,11632,5364,,,,11372,1568,,6078,14340,,,,,,,7873,,,,,,6331,,,,,8361,,,,,3218
,9873,,,12518,,6678,,,,,13567,2947,,,,,,,,12029,6922,,5032,,,7740,9711,,8367,6349,,11525,1503,,6254,,,14352,,,,,12325,1169,8185,14989,13230,,,,,,9251,,,2226,,3007,11386,,,,,,,3913,4286,,11633,5365,,,,11373,1587,,6079,14810,,,,,,,7874,,,,,,6351,,,,, ,,,,,3219
,9874,,,12519,,7079,,,,,13568,2948,,,,,,,,12030,6945,,5033,,,7741,9712,,8368,6350,,11526,1504,,6255,,,14353,,,,,12326,1170,8186,15007,13231,,,,,,9252,,,2227,,3008,11387,,,,,,,3914,4287,,11634,5366,,,,11374,1588,,6083,14811,,,,,,,7875,,,,,,6352,,,,,,,,,,3242
,9895,,,12539,,7080,,,,,13590,2969,,,,,,,,12052,6946,,5056,,,7742,9713,,8369,6371,,11527,1521,,6256,,,14376,,,,,12327,1171,8187,15008,13232,,,,,,9253,,,2228,,3009,11388,,,,,,,3915,4288,,11654,5367,,,,11375,1589,,6084,14812,,,,,,,7876,,,,,,6353,,,,,,,,,,3243
,9896,,,12540,,7103,,,,,13591,2970,,,,,,,,12053,7342,,5057,,,7762,9714,,8370,6372,,11545,1522,,6801,,,14377,,,,,12328,1172,8188,15009,13254,,,,,,9254,,,2247,,3506,11406,,,,,,,3936,4289,,11655,5385,,,,11396,1590,,6102,14835,,,,,,,7877,,,,,,6354,,,,,,,,,,3244
,9897,,,12541,,7104,,,,,13592,2971,,,,,,,,12054,7343,,5058,,,7763,9715,,8371,6373,,11546,1523,,6802,,,14378,,,,,12329,1173,8189,15010,13255,,,,,,9255,,,2248,,3529,11407,,,,,,,3937,4290,,11656,5386,,,,11397,1591,,6103,14836,,,,,,,7896,,,,,,6355,,,,,,,,,,3245
,9898,,,12542,,7105,,,,,13593,2972,,,,,,,,12055,7344,,5081,,,7764,9716,,8372,6374,,11547,1524,,6826,,,14379,,,,,12330,1174,8190,15011,13256,,,,,,9256,,,2249,,3530,11408,,,,,,,3938,4291,,11657,5387,,,,11398,1592,,6104,14837,,,,,,,7897,,,,,,6356,,,,,,,,,,3266
,10370,,,12543,,7127,,,,,13616,2973,,,,,,,,12077,7365,,5082,,,7765,9717,,8393,6375,,11548,1525,,6827,,,14380,,,,,12348,1175,8191,15012,13257,,,,,,9257,,,2250,,3531,11409,,,,,,,3939,4292,,11658,5388,,,,11399,1593,,6105,14838,,,,,,,7898,,,,,,6377,,,,,,,,,,3267
,10371,,,12544,,7128,,,,,13617,2974,,,,,,,,12078,7366,,5083,,,7766,9718,,8394,6376,,11549,1527,,6828,,,14401,,,,,12349,1190,8207,15013,13279,,,,,,9274,,,2251,,3532,11410,,,,,,,3940,4308,,11659,5389,,,,11400,1612,,6106,14861,,,,,,,7899,,,,,,6378,,,,,,,,,,3268
,10372,,,12545,,7129,,,,,13618,2993,,,,,,,,12079,7367,,5107,,,7767,9719,,8395,6396,,11550,1528,,6829,,,14402,,,,,12350,1191,8208,15560,13280,,,,,,9275,,,2252,,3533,11411,,,,,,,3961,4309,,11681,5390,,,,11423,1613,,6107,14862,,,,,,,7900,,,,,,6379,,,,,,,,,,3269
,10373,,,12564,,7130,,,,,13641,2994,,,,,,,,12080,7368,,5632,,,7768,9720,,8396,6397,,11551,1948,,6830,,,14403,,,,,12351,1192,8209,15561,13281,,,,,,9276,,,2253,,3554,11412,,,,,,,3962,4310,,11682,5391,,,,11424,1614,,6108,14863,,,,,,,7901,,,,,,6380,,,,,,,,,,3270
,10394,,,12565,,7153,,,,,13642,2995,,,,,,,,12102,7369,,5657,,,7787,9721,,8418,6398,,11552,1949,,6831,,,14404,,,,,12352,1193,8210,15583,13282,,,,,,9277,,,2273,,3555,11413,,,,,,,3963,4311,,11683,5392,,,,11425,1615,,6109,14864,,,,,,,7902,,,,,,6403,,,,,,,,,,3271
,10395,,,12566,,7154,,,,,14036,2996,,,,,,,,12103,7370,,5682,,,7788,9736,,8419,6399,,11570,1971,,6832,,,14429,,,,,12353,1194,8211,15584,13304,,,,,,9278,,,2274,,3556,11431,,,,,,,3964,4312,,12105,5412,,,,11897,1616,,6131,14865,,,,,,,7922,,,,,,6404,,,,,,,,,,3272
,10396,,,12567,,7155,,,,,14037,2997,,,,,,,,12104,7371,, ,,,7789,9737,,8420,6400,,11571,1973,,6851,,,14450,,,,,12354,1195,8212,15585,13305,,,,,,9279,,,2275,,3557,11432,,,,,,,3965,4313,,12106,5413,,,,11898,1617,,6132,14885,,,,,,,7923,,,,,,6405,,,,,,,,,,3291
,10397,,,12568,,7178,,,,,14038,2998,,,,,,,,12654,7372,,,,,7790,9738,,8421,6401,,11572,1974,,6852,,,14951,,,,,12355,1196,8213,15586,13306,,,,,,9280,,,2276,,3558,11433,,,,,,,3966,4314,,12107,5414,,,,11899,1637,,6133,14886,,,,,,,7924,,,,,,6428,,,,,,,,,,3292
,10398,,,12569,,7179,,,,,14039,2999,,,,,,,,12677,7390,,,,,7791,9739,,8445,6402,,11573,1975,,6853,,,14952,,,,,12373,1197,8214,15587,13307,,,,,,9281,,,2277,,3559,11434,,,,,,,3985,4315,,12128,5415,,,,11900,1638,,6156,14887,,,,,,,7925,,,,,,6429,,,,,,,,,,3293
,10399,,,12570,,7180,,,,,14040,3000,,,,,,,,12678,7391,,,,,7792,9740,,8842,6421,,11574,1976,,6854,,,14953,,,,,12374,1198,8215,15588,13330,,,,,,9282,,,2278,,3581,11435,,,,,,,3986,4316,,12129,5416,,,,11921,1639,,6157,14888,,,,,,,7926,,,,,,6430,,,,,,,,,,3294
,10418,,,12589,,7181,,,,,14061,3018,,,,,,,,12679,7392,,,,,7793,9741,,8843,6422,,11575,1997,,6855,,,14976,,,,,12375,1199,8216,15607,13780,,,,,,9299,,,2299,,3582,11436,,,,,,,3987,4317,,12130,5417,,,,11922,1640,,6158,14889,,,,,,,7927,,,,,,6454,,,,,,,,,,3295
,10419,,,12590,,7203,,,,,14062,3019,,,,,,,, ,7393,,,,,7812,9742,,8844,6423,,11576,1998,,6856,,,14977,,,,,12376,1200,8235,15608,13781,,,,,,9300,,,2300,, ,11437,,,,,,,3988,4333,,12131,5438,,,,11923,1641,,6182,14890,,,,,,,7928,,,,,,6876,,,,,,,,,,3296
,10420,,,12591,,7204,,,,,14063,3020,,,,,,,,,7394,,,,,7813,9743,,8845,6424,,11595,1999,,6857,,,14978,,,,,12377,1214,8236,15609,13804,,,,,,9301,,,2301,,,11438,,,,,,,3989,4334,,12132,5439,,,,11924,1642,,6684,14891,,,,,,,7947,,,,,,6877,,,,,,,,,,3297
,10421,,,12592,,7205,,,,,14064,3021,,,,,,,,,7395,,,,,7814,9760,,8846,6425,,11596,2000,,6879,,,14979,,,,,12378,1215,8237,15610,13805,,,,,,9302,,,2302,,,11456,,,,,,,3990,4335,,12153,5440,,,,11925,1663,,6702,14911,,,,,,,7948,,,,,,6878,,,,,,,,,,3317
,10422,,,12593,,7206,,,,,14065,3022,,,,,,,,,7396,,,,,7815,9761,,8847,6426,,11597,2001,,6880,,,15001,,,,,12379,1216,8238,15611,13806,,,,,,9303,,,2324,,,11457,,,,,,,3991,4336,,12154,5441,,,,11946,1664,,6703,14912,,,,,,,7949,,,,,,6900,,,,,,,,,,3318
,10423,,,12594,,7228,,,,,14066,3521,,,,,,,,,7397,,,,,7816,9762,,8866,6427,,11598,2022,,7477,,,15002,,,,,12380,1217,8239,15612,13807,,,,,,9304,,,2325,,,11458,,,,,,,4010,4338,,12155,5442,,,,11947,1665,,6708,14913,,,,,,,7950,,,,,,6901,,,,,,,,,,3319
,10424,,,12595,,7229,,,,,14067,3545,,,,,,,,,7414,,,,,7817,9763,,8867,6446,,11599,2023,,7478,,,15003,,,,,12397,1218,8240,15613,13829,,,,,,9305,,,2326,,,11459,,,,,,,4011,4339,,12156,5463,,,,11948,1666,,6709,14914,,,,,,,7951,,,,,,6902,,,,,,,,,,3320
,10442,,,12614,,7230,,,,,14086,3546,,,,,,,,,7415,,,,,7818,9764,,8868,6447,,11600,2024,,7479,,,15004,,,,,12398,1219,8261,15614,13830,,,,,,9306,,,2349,,,11460,,,,,,,4012,4340,,12157,5464,,,,11949,1688,,6728,14915,,,,,,,7973,,,,,,6903,,,,,,,,,,3321
,10443,,,12615,,7231,,,,,14087,3547,,,,,,,,,7416,,,,,7843,9765,,8869,6448,,11620,2025,,7480,,,15005,,,,,12399,1220,8262, ,13831,,,,,,9325,,,2350,,,11461,,,,,,,4013,4341,,12158,5465,,,,11950,1689,,6729,14937,,,,,,,7974,,,,,,6904,,,,,,,,,,3322
,10444,,,12616,,7232,,,,,14088,3548,,,,,,,,,7417,,,,,8314,9766,,8870,6449,,11621,2026,,7481,,,15006,,,,,12400,1221,8263,,13832,,,,,,9326,,,2776,,,11462,,,,,,,4014,4342,,12159,5466,,,,11951,1690,,6732,14938,,,,,,,7975,,,,,,6905,,,,,,,,,,3342
,10445,,,12617,,7253,,,,,14089,3570,,,,,,,,,7418,,,,,8338,9767,,8871,6450,,11622,2027,,7482,,,15025,,,,,12401,1222,8264,,13833,,,,,,9327,,,2797,,,11463,,,,,,,4015,4359,,12160,5467,,,,11971,1691,,6733,14939,,,,,,,7999,,,,,,6925,,,,,,,,,,3343
,10446,,,12618,,7254,,,,,14090,3571,,,,,,,,,7419,,,,,8339,9785,,8872,6451,,11623,2047,,7504,,,15026,,,,,12402,1223,8286,,13854,,,,,,9328,,,2798,,,11482,,,,,,,4016,4360,,12161,5488,,,,11972,1713,,6734,14964,,,,,,,8451,,,,,,6926,,,,,,,,,,3344
,10447,,,12619,,7255,,,,,14091,3572,,,,,,,,,7420,,,,,8340,9786,,8891,6452,,11624,2048,, ,,,15027,,,,,12403,1224,8287,,13855,,,,,,9329,,,2799,,,11483,,,,,,,4017,4361,,12177,5489,,,,11973,1714,,6756,15435,,,,,,,8471,,,,,,6927,,,,,,,,,,3345
,10448,,,12620,,7256,,,,,14092,3573,,,,,,,,,7421,,,,,8362,9787,,8892,6453,,11625,2049,,,,,15028,,,,,12404,1225,8288,,13856,,,,,,9330,,,2800,,,11484,,,,,,,4035,4364,,12178,5490,,,,11974,1715,,6757,15436,,,,,,,8472,,,,,,6928,,,,,,,,,,3346
,10449,,,12639,,7278,,,,,14093,3595,,,,,,,,,7422,,,,,8363,9788,,8893,6472,,11647,2050,,,,,15029,,,,,12405,1239,8289,,13857,,,,,,9351,,,2801,,,11485,,,,,,,4036,4365,,12179,5491,,,,11975,1739,,6758,15461,,,,,,,8473,,,,,,6929,,,,,,,,,,3347
,10467,,,12640,,7279,,,,,14110,3596,,,,,,,,,7439,,,,,8364,9789,,8894,6473,,11648,2051,,,,,15030,,,,,12406,1240,8312,,13858,,,,,,9352,,,2802,,,11486,,,,,,,4037,4366,,12180,5492,,,,11996,2141,,6781,15462,,,,,,,8474,,,,,,6930,,,,,,,,,,3367
,10468,,,12641,,7303,,,,,14111,3597,,,,,,,,,7440,,,,,8365,9790,,8895,6474,,11649,2052,,,,,15050,,,,,12422,1241,8313,,13879,,,,,,9353,,,2803,,,11487,,,,,,,4038,4367,,12181,5516,,,,11997,2164,,6782,15463,,,,,,,8475,,,,,,6931,,,,,,,,,,3368
,10469,,,12642,,7704,,,,,14112,3598,,,,,,,,,7441,,,,,8366,9791,,8896,6475,,12046,2053,,,,,15053,,,,,12423,1242,8734,,13880,,,,,,9354,,,2804,,,11509,,,,,,,4039,4385,,12182,5517,,,,11998,2165,,6807,15486,,,,,,,8476,,,,,,6950,,,,,,,,,,3369
,10470,,,12643,,7705,,,,,14113,3599,,,,,,,,,7442,,,,,8387,9792,,8897,6476,,12047,2072,,,,,15054,,,,,12424,1243,8735,,13881,,,,,,9355,,,2821,,,11510,,,,,,,4040,4386,,12183,5987,,,,11999,2166,,7309,15487,,,,,,,8477,,,,,,6951,,,,,,,,,,3370
,10471,,,12644,,7728,,,,,14114,3619,,,,,,,,,7443,,,,,8388,9811,,8917,6477,,12070,2073,,,,,15075,,,,,12425,1244,8758,,13882,,,,,,9851,,,2822,,,11511,,,,,,,4041,4387,,12184,5988,,,,12000,2167,,7333,15488,,,,,,,8497,,,,,,6952,,,,,,,,,,3371
,10472,,,12645,,7729,,,,,14115,3620,,,,,,,,,7444,,,,,8389,9812,,8918,6497,,12071,2074,,,,,15551,,,,,12426,1245,8759,,13883,,,,,,9852,,,2823,,,11906,,,,,,,4042,4835,,12185,5989,,,,12021,2186,,7334,15489,,,,,,,8498,,,,,,6953,,,,,,,,,,3372
,10473,,,12664,,7730,,,,,14116,3621,,,,,,,,,7445,,,,,8390,9813,,8919,6498,,12072,2075,,,,,15552,,,,,12427,1246,8760,,13905,,,,,,9875,,,2824,,,11907,,,,,,,4060,4860,,12202,5990,,,,12022,2187,,7358,15490,,,,,,,8499,,,,,,6954,,,,,,,,,,3393
,10492,,,12665,,7753,,,,,14117,3622,,,,,,,,,7446,,,,,8391,9814,,8920,6499,,12073,2076,,,,,15576,,,,,12428,1247,8761,,13906,,,,,,9876,,,2825,,,11908,,,,,,,4061,4861,,12203,5991,,,,12023,2188,,7359,15511,,,,,,,8500,,,,,,6955,,,,,,,,,,3394
,10493,,,12666,,7754,,,,,14118,3623,,,,,,,,,7447,,,,,8392,9815,,8921,6500,,12076,2077,,,,,15577,,,,,12429,1248,8762,,13907,,,,,,9877,,,2826,,,11909,,,,,,,4062,4862,,12204,5992,,,,12024,2189,,7381,15512,,,,,,,8501,,,,,,6956,,,,,,,,,,3395
,10494,,,12667,,7755,,,,,14135,3624,,,,,,,,,7464,,,,,8412,9816,,8922,6522,,12095,2078,,,,,15578,,,,,12430,1249,8763,,13908,,,,,,9878,,,2827,,,11910,,,,,,,4063,4863,,12205,6012,,,,12025,2190,,7382,15513,,,,,,,8502,,,,,,6976,,,,,,,,,,3396
,10495,,,12668,,7778,,,,,14136,3625,,,,,,,,,7465,,,,,8413,9838,,8923,6523,,12096,2079,,,,,15601,,,,,12431,1267,8764,,13930,,,,,,9899,,,2828,,,11911,,,,,,,4064,4884,,12206,6013,,,,12048,2191,,7383,15514,,,,,,,8522,,,,,,6977,,,,,,,,,,3397
